blockNum,uniqueId,hash,from_address,to,value,asset,category
0x2ec100d,0x4e975f9a4ba549a9bc7885554acb9814527e7552a903ae0dfe3a119f9bfcc7d3:log:959,0x4e975f9a4ba549a9bc7885554acb9814527e7552a903ae0dfe3a119f9bfcc7d3,0x0000000000000000000000000000000000000000,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,2422.52,USDT (droptether.com),erc20
0x2ec1052,0xa268a51dae99c63ddc3421b3b3d6d19c71a003435396de63c7a0572be13ebb4f:log:979,0xa268a51dae99c63ddc3421b3b3d6d19c71a003435396de63c7a0572be13ebb4f,0x0000000000000000000000000000000000000000,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,4000.54,USDT (droptether.com),erc20
0x2ec1097,0xc2b92ca3af73c566e6a54039fd79115e8d8ab6991f86be4e809cc534b386d901:log:969,0xc2b92ca3af73c566e6a54039fd79115e8d8ab6991f86be4e809cc534b386d901,0x0000000000000000000000000000000000000000,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,970.32,USDT (droptether.com),erc20
0x2ec109a,0xd6971c7a22cf050c926abacdaf0f965242f5c97932234e5203ee53959ef0f138:log:972,0xd6971c7a22cf050c926abacdaf0f965242f5c97932234e5203ee53959ef0f138,0x0000000000000000000000000000000000000000,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,425.14,USDT (droptether.com),erc20
0x2ec10a6,0x21ab8f298ffe5afd2702310cf6001223943c13a39658f700eeccb85dd6604869:log:964,0x21ab8f298ffe5afd2702310cf6001223943c13a39658f700eeccb85dd6604869,0x0000000000000000000000000000000000000000,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,606.89,USDT (droptether.com),erc20
0x2ec10b7,0x91ebb21a8095441678956db7290fd4e0e226e1d28aefdd1aa2df5ddc2df491e5:log:950,0x91ebb21a8095441678956db7290fd4e0e226e1d28aefdd1aa2df5ddc2df491e5,0x0000000000000000000000000000000000000000,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,1502.49,USDT (droptether.com),erc20
