blockNum,uniqueId,hash,from_address,to,value,asset,category
0x2ee42ee,0x97f8f5fad56cbdb9b32bad2450f1d056ae8b7b790eec7a18343f16684fd251f4:log:184,0x97f8f5fad56cbdb9b32bad2450f1d056ae8b7b790eec7a18343f16684fd251f4,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000024765485903438,WETH,erc20
0x2fd2691,0x6342b1eb5035f397959e6c7080427989ae2cf0d32d4c59200c9e603f4d1759a6:log:380,0x6342b1eb5035f397959e6c7080427989ae2cf0d32d4c59200c9e603f4d1759a6,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.15,USDCE,erc20
