blockNum,uniqueId,hash,from_address,to,value,asset,category
0x2eccf0d,0x1d7ef42a3200a781a138f57070a01a431c7f47da3d08c03b9940cbedbe0fb8a8:log:268,0x1d7ef42a3200a781a138f57070a01a431c7f47da3d08c03b9940cbedbe0fb8a8,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.143181,USDT,erc20
0x2ecdcb0,0x64f7945f9230cc7f5bd236b311ba47b4dffdca35f74921b55aabdd65753eaac2:log:739,0x64f7945f9230cc7f5bd236b311ba47b4dffdca35f74921b55aabdd65753eaac2,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000009,WBTC,erc20
0x2ee6010,0xd057b4e11e75fafeaf3b613d99a5d894667f22eb06c451d82076a54a36d9bd84:log:258,0xd057b4e11e75fafeaf3b613d99a5d894667f22eb06c451d82076a54a36d9bd84,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,9.9E-7,WBTC,erc20
0x2f230a7,0xaf3b9954caca9a734627fbb8e0eca4e7e447ee430f7e7c703c33dc51834bc253:log:211,0xaf3b9954caca9a734627fbb8e0eca4e7e447ee430f7e7c703c33dc51834bc253,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.078975,USDT,erc20
0x2f2a1c6,0x752c41d9c58463ad501d148a387b7a140bca2f90eff870c3db4f2921b9c09e7b:log:303,0x752c41d9c58463ad501d148a387b7a140bca2f90eff870c3db4f2921b9c09e7b,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.274055,USDC,erc20
0x2f52001,0x888dd498d53d838ad0fd161a79f84b80a73243998d5695b9de360e192e201c08:log:492,0x888dd498d53d838ad0fd161a79f84b80a73243998d5695b9de360e192e201c08,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.123723,USDT,erc20
0x2f57727,0x9374447591333e38694ce50109e48aaec2ff29453101e2ac7d69863f93658a30:log:251,0x9374447591333e38694ce50109e48aaec2ff29453101e2ac7d69863f93658a30,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.134155,USDCE,erc20
0x2f79272,0x2a6eaddb8d003efadffdec9006a0cd563010b7fb4cdde8186eb9faea75358da7:log:600,0x2a6eaddb8d003efadffdec9006a0cd563010b7fb4cdde8186eb9faea75358da7,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000015,WBTC,erc20
0x2f8bf3d,0x2917cefed9ce6ca8cdc26a5f881dec8df532734df971cd3159a07143ea1d4e74:log:663,0x2917cefed9ce6ca8cdc26a5f881dec8df532734df971cd3159a07143ea1d4e74,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.055706,USDCE,erc20
0x2f8f030,0x792a534a680f71462587d3db5716217cedd0b87942e151b038f9e68b1d13663d:log:156,0x792a534a680f71462587d3db5716217cedd0b87942e151b038f9e68b1d13663d,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000036421043947814,WETH,erc20
0x2f97d7c,0x9a447106433478c55a9d86cf8ab95b0dbd87678ef68a5f95e1ea243985054542:log:248,0x9a447106433478c55a9d86cf8ab95b0dbd87678ef68a5f95e1ea243985054542,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000189494037072667,WETH,erc20
0x2fc477a,0x279f6a71ab796127582d3e3fabdf8912387e11041790e358516b2714439db17d:log:323,0x279f6a71ab796127582d3e3fabdf8912387e11041790e358516b2714439db17d,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,5.4E-7,WBTC,erc20
0x2fe54ad,0xaa0f9ff833421e19a6e7b5a49b6db1681611a702aceec6c7cd06edb21fd54606:log:226,0xaa0f9ff833421e19a6e7b5a49b6db1681611a702aceec6c7cd06edb21fd54606,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.2770870213336132,DAI,erc20
0x3034471,0xf5d590e1285c74ddbace676cb5e494b7c61b574068b030c3fb7a8535e77bca96:log:628,0xf5d590e1285c74ddbace676cb5e494b7c61b574068b030c3fb7a8535e77bca96,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000006,WBTC,erc20
