blockNum,uniqueId,hash,from_address,to,value,asset,category
0x3016717,0x723667e7b69ef80b04361d9d6d10c824ba291181dd1e9476e4f50b77bd629746:log:2475,0x723667e7b69ef80b04361d9d6d10c824ba291181dd1e9476e4f50b77bd629746,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000065911066721593,WETH,erc20
0x3017fa9,0xe1004be6e8397abd5b5ba9d143489718a39fed6243d850217a0becd9efef4b35:log:282,0xe1004be6e8397abd5b5ba9d143489718a39fed6243d850217a0becd9efef4b35,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.7515,USDT,erc20
0x3019d86,0x79934d0571d885b9ad60a2fb186d71cd47835e7e211e2f51dcf762ddff3e6f32:log:230,0x79934d0571d885b9ad60a2fb186d71cd47835e7e211e2f51dcf762ddff3e6f32,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00007324714883145,WETH,erc20
0x3019d88,0xf00fd0903ea38084057bdd137bd43988167e55dc27400195bf07957c0d28c7e3:log:349,0xf00fd0903ea38084057bdd137bd43988167e55dc27400195bf07957c0d28c7e3,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000499557160114293,WETH,erc20
0x301a08e,0xb7ac5b8beb1ea1f9ca9956cac9e7da07e2b2d52c7220280a23eac906d78a41a7:log:390,0xb7ac5b8beb1ea1f9ca9956cac9e7da07e2b2d52c7220280a23eac906d78a41a7,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000225512006842961,WETH,erc20
0x301bfd5,0x5bbab90181f289e52555bccecd6a5b9cce17183351fb50e7bce49b721f0b29f9:log:793,0x5bbab90181f289e52555bccecd6a5b9cce17183351fb50e7bce49b721f0b29f9,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000017583786800361,WETH,erc20
0x301d15c,0x35d595536140df02978df7941d147329e34d527151f7dd258ebc1e3f1e72e3fe:log:338,0x35d595536140df02978df7941d147329e34d527151f7dd258ebc1e3f1e72e3fe,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000148034230958717,WETH,erc20
0x301d1a6,0x676948829c3f003c3a9dfbf8b825808db72bdccaacf5cab3f060e0f63de72bf2:log:283,0x676948829c3f003c3a9dfbf8b825808db72bdccaacf5cab3f060e0f63de72bf2,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000425409038814015,WETH,erc20
0x301e221,0xf7db2df633aa221caeac30fbd89aae4377b50b21aa1d7cb58e514cf83878c199:log:1398,0xf7db2df633aa221caeac30fbd89aae4377b50b21aa1d7cb58e514cf83878c199,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000100667353769951,WETH,erc20
0x301eb7f,0x72f9251b7974161f89a005e7683d97e1b47171897988c1c74d51127278cd5bfe:log:432,0x72f9251b7974161f89a005e7683d97e1b47171897988c1c74d51127278cd5bfe,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000224075374149283,WETH,erc20
