blockNum,uniqueId,hash,from_address,to,value,asset,category
0x2e953fd,0xb48bc4b0514e80a2bfa65486aead14dcb40beff40252628fcca38755f2f9462b:log:178,0xb48bc4b0514e80a2bfa65486aead14dcb40beff40252628fcca38755f2f9462b,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00057359342051273,WETH,erc20
0x2e9622b,0x1ba5cadee8bc8210736196c3506752ffbfd515ec0158e78a5fa765d193ed456d:log:128,0x1ba5cadee8bc8210736196c3506752ffbfd515ec0158e78a5fa765d193ed456d,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,8.9E-7,WBTC,erc20
0x2e96288,0xc0fa16f21c1cb6685bd68424488d831a1e0897053732b552cd6a038112319b73:log:233,0xc0fa16f21c1cb6685bd68424488d831a1e0897053732b552cd6a038112319b73,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000014361605022788,WETH,erc20
0x2e963e7,0xa1701e99738e76c87264e70c185a5df04ecc3773cc16a0a8bbd53d4463eed140:log:459,0xa1701e99738e76c87264e70c185a5df04ecc3773cc16a0a8bbd53d4463eed140,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00001967,WBTC,erc20
0x2e976ba,0xe8f45d5e3aa737d86216539e54e2034656109d309733ba75d759710a0cffd646:log:252,0xe8f45d5e3aa737d86216539e54e2034656109d309733ba75d759710a0cffd646,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000072796971149365,WETH,erc20
0x2e97ab4,0x8e3c56eae42b11dcf8094f642f127f517ff1d2604ad64dc972bd15c9dc9c80ce:log:149,0x8e3c56eae42b11dcf8094f642f127f517ff1d2604ad64dc972bd15c9dc9c80ce,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000111903314034987,WETH,erc20
0x2e98228,0x6acc70df383e6bc2bbcf9082a9170c5376b0c5a1ced821a60de7b9128f595bd8:log:373,0x6acc70df383e6bc2bbcf9082a9170c5376b0c5a1ced821a60de7b9128f595bd8,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00009517965107189,WETH,erc20
0x2e98d53,0x9a2726b59abd4e6d9272340c3a462650a10c34580b682ddc3cff75141dc3ecda:log:250,0x9a2726b59abd4e6d9272340c3a462650a10c34580b682ddc3cff75141dc3ecda,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00025813,WBTC,erc20
0x2e9a200,0x2fa828db1e9d932844549482facd4ac64d15faec03da3bff82a09819408b8b89:log:1057,0x2fa828db1e9d932844549482facd4ac64d15faec03da3bff82a09819408b8b89,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.002051632110195186,WETH,erc20
0x2e9b690,0x35205bbacf316b9f568cd17cd0965364aa133684a35ce45cf5d2dae22cfa2434:log:791,0x35205bbacf316b9f568cd17cd0965364aa133684a35ce45cf5d2dae22cfa2434,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000052184652247863,WETH,erc20
0x2e9dd76,0x8e7570898327a3c172d481782adc759d7ee451da3520c4cf20ca4e7344eec05e:log:323,0x8e7570898327a3c172d481782adc759d7ee451da3520c4cf20ca4e7344eec05e,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000009,WBTC,erc20
0x2ea1f21,0xf5616294762aa8c37b99e288eeb7cf3cf8f3b3fc970fe327e4d72d178f1ede45:log:1015,0xf5616294762aa8c37b99e288eeb7cf3cf8f3b3fc970fe327e4d72d178f1ede45,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00064069232398462,WETH,erc20
0x2ea2ac0,0x0e3781f1873f910b272d5773b3a10293bc5bfa2dca63e9ceedd9b978d2164998:log:601,0x0e3781f1873f910b272d5773b3a10293bc5bfa2dca63e9ceedd9b978d2164998,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00000592,WBTC,erc20
0x2ea30cb,0xbab5761b8aa5ef51fce20b3992e1bc4c9f464b189d0e8a4591dc34e9150be3be:log:180,0xbab5761b8aa5ef51fce20b3992e1bc4c9f464b189d0e8a4591dc34e9150be3be,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000033774687831296,WETH,erc20
0x2ea3fdf,0xfc2c82cb2565df42d85df629cb84f7946f91a233380a96aca98ca6a67308060f:log:362,0xfc2c82cb2565df42d85df629cb84f7946f91a233380a96aca98ca6a67308060f,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000016384163739939,WETH,erc20
0x2ea4fb8,0xab0b144949267966d3597c378a65a30b1c6227711e850cb23432b3286afc8c74:log:209,0xab0b144949267966d3597c378a65a30b1c6227711e850cb23432b3286afc8c74,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000068954221236382,WETH,erc20
0x2ea78fa,0x9a4002b1d5c71338565ecc1669cca330082af26d487ff421ddea025498109c03:log:137,0x9a4002b1d5c71338565ecc1669cca330082af26d487ff421ddea025498109c03,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000479221797393716,WETH,erc20
0x2ea9e55,0x668c1e46943de3c6d05b69aec0664c58f6b7237dc8df150f253d98e9b55d0bc8:log:737,0x668c1e46943de3c6d05b69aec0664c58f6b7237dc8df150f253d98e9b55d0bc8,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000056797173895454,WETH,erc20
0x2eaa7cb,0xe65b53b53586c0d765e9ad0e8570e7d2e949a20dcbe9a36c80b152b68a24888b:log:657,0xe65b53b53586c0d765e9ad0e8570e7d2e949a20dcbe9a36c80b152b68a24888b,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000018727499934558,WETH,erc20
0x2eab4af,0x289372294553bb6ba652ca0d5b214f6247de0a05897b1132e4a947d24724d9ff:log:428,0x289372294553bb6ba652ca0d5b214f6247de0a05897b1132e4a947d24724d9ff,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.0001022,WBTC,erc20
0x2eab4eb,0x4e08cd91b62606a20952f73973a6df5706edcca61623db5af56e8e5c091087e8:log:663,0x4e08cd91b62606a20952f73973a6df5706edcca61623db5af56e8e5c091087e8,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00007656,WBTC,erc20
0x2eabe6e,0x2d91d0043a9b0ae5b4940683c129619fd87756553fc6eace664e98eb885b2331:log:237,0x2d91d0043a9b0ae5b4940683c129619fd87756553fc6eace664e98eb885b2331,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000092938424062982,WETH,erc20
0x2eacdb4,0x016cbf2199c9d8cb1b9709206d6df159d692e15fdbe510654f1c5d3bb7a9ea17:log:147,0x016cbf2199c9d8cb1b9709206d6df159d692e15fdbe510654f1c5d3bb7a9ea17,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,2.2E-7,WBTC,erc20
