blockNum,uniqueId,hash,from_address,to,value,asset,category
0x2ecc68c,0xf9b5d4c63d43f5025e04b70e2b28cd86bb65c7a39732c7c285e9f4efb06fc7db:log:904,0xf9b5d4c63d43f5025e04b70e2b28cd86bb65c7a39732c7c285e9f4efb06fc7db,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.0000924359000194,WETH,erc20
0x2f1011a,0x9008996ce1feddee746387a050a1fb0e86014ee0b70130a57a3df77fad69876e:log:186,0x9008996ce1feddee746387a050a1fb0e86014ee0b70130a57a3df77fad69876e,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000039229718165524,WETH,erc20
0x2f22fe5,0x8ad5eeef7940f058ea6825eaddd46e659f9a5b760a8fce595f84fa48287e9bf5:log:606,0x8ad5eeef7940f058ea6825eaddd46e659f9a5b760a8fce595f84fa48287e9bf5,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000049382685927242,WETH,erc20
0x2f3b8e1,0xe193f3aa5944fde110edbe55a7f225a8476884ca8bed212301285a17d52d294e:log:428,0xe193f3aa5944fde110edbe55a7f225a8476884ca8bed212301285a17d52d294e,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000040756465323977,WETH,erc20
0x2f4b019,0x1a36f9dd17d112532e4bf9a82d7df55aac43d669ad3ef4845807929b69b4405d:log:261,0x1a36f9dd17d112532e4bf9a82d7df55aac43d669ad3ef4845807929b69b4405d,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000181503430083953,WETH,erc20
0x2f6ead9,0xeffa7dc5592eeacdb28c1f1d72d813345f284721fa487be236baa75df1bd15fe:log:154,0xeffa7dc5592eeacdb28c1f1d72d813345f284721fa487be236baa75df1bd15fe,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00000398,WBTC,erc20
