blockNum,uniqueId,hash,from_address,to,value,asset,category
0x2f1c75a,0xd3146d71dd9ca7c657991f1b2f909ff6365fdc8da449abed37d27dea725ed268:log:214,0xd3146d71dd9ca7c657991f1b2f909ff6365fdc8da449abed37d27dea725ed268,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,3.195015,XSGD,erc20
0x2f1c786,0x4ef0c31ad2588e6507b929b59bcda3fc977283675a8eeb390e87a86cc9299a13:log:108,0x4ef0c31ad2588e6507b929b59bcda3fc977283675a8eeb390e87a86cc9299a13,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,1E-7,WBTC,erc20
0x2f1c8a7,0xbe1c41c5216431bdcdf8e4e911f4906e935daa7d108a922364f2eaccfa918e0a:log:174,0xbe1c41c5216431bdcdf8e4e911f4906e935daa7d108a922364f2eaccfa918e0a,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,4.3E-7,WBTC,erc20
0x2f1c8cc,0xd766de3e7d78f135eb05ae49fa87f1ed6983f6820ebddac1e78223d61093bf9d:log:266,0xd766de3e7d78f135eb05ae49fa87f1ed6983f6820ebddac1e78223d61093bf9d,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00248488094027501,WETH,erc20
0x2f1c93c,0x93ba01c2edfa68074ffdc3e6b0e5bec523a3a900bf30a36596de2e569eeb64b7:log:130,0x93ba01c2edfa68074ffdc3e6b0e5bec523a3a900bf30a36596de2e569eeb64b7,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000082825600590975,WETH,erc20
0x2f1c971,0x42e624ef5a98ce5a8fe01c1df604817de855d9a0f48d35cfc1bbe9a8c120e781:log:487,0x42e624ef5a98ce5a8fe01c1df604817de855d9a0f48d35cfc1bbe9a8c120e781,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000001656511706255,WETH,erc20
0x2f1cb8d,0xd17f977d9ef2fccbba74641f15e4c1ce67d0effd7d442f819d32ee60beac3649:log:91,0xd17f977d9ef2fccbba74641f15e4c1ce67d0effd7d442f819d32ee60beac3649,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000039766746004323,WETH,erc20
0x2f1ccf0,0x86420f64fe5f1688eab8395b423eedfa6a2d1070be843d21be3577ab847176c1:log:414,0x86420f64fe5f1688eab8395b423eedfa6a2d1070be843d21be3577ab847176c1,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.007723,USDT,erc20
0x2f1cd17,0x56a23abb512232e50a25e6d65406e1111a99dfb68ca89e6e3daf645ff7364f12:log:95,0x56a23abb512232e50a25e6d65406e1111a99dfb68ca89e6e3daf645ff7364f12,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000165834091266703,WETH,erc20
0x2f1cd6b,0x43964d70e09ecb045f5ab106fadcf5192c77896b187082356887cec1fff7014f:log:276,0x43964d70e09ecb045f5ab106fadcf5192c77896b187082356887cec1fff7014f,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00000663,WBTC,erc20
0x2f1cfed,0x4b7c30f0e665191a7f96518f1ff421f12f68ee70985db304e44bd997cdf3cc34:log:624,0x4b7c30f0e665191a7f96518f1ff421f12f68ee70985db304e44bd997cdf3cc34,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.016199,USDT,erc20
0x2f1d10d,0x0da17a0f06fff3ad2c9dc48c79e1af961d76eb1159b6ad624c3858fa190b46f4:log:613,0x0da17a0f06fff3ad2c9dc48c79e1af961d76eb1159b6ad624c3858fa190b46f4,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00001066,WBTC,erc20
0x2f1d2d2,0x3eabdb35dbb3ce0bc32c9ca0c371bd7b26a6dd09d537c58a592fc1a9c497e27f:log:652,0x3eabdb35dbb3ce0bc32c9ca0c371bd7b26a6dd09d537c58a592fc1a9c497e27f,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,3.698676,XSGD,erc20
0x2f1d350,0x0fdf12e4243f471b99c2ad001a58ebd4d75750bfc614f3b214a301ec346f965d:log:237,0x0fdf12e4243f471b99c2ad001a58ebd4d75750bfc614f3b214a301ec346f965d,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,3.896672,XSGD,erc20
0x2f1d4b9,0xe040810f85ab8394103af6eae3f378c02488182cb4f51f00cb6a9c44405687c0:log:234,0xe040810f85ab8394103af6eae3f378c02488182cb4f51f00cb6a9c44405687c0,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,3E-7,WBTC,erc20
0x2f1d4d6,0x61e9031773043088e7cbde5214d5254554f2417af0885620b4b547e7f69bec2b:log:132,0x61e9031773043088e7cbde5214d5254554f2417af0885620b4b547e7f69bec2b,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000093990799505788,WETH,erc20
0x2f1d55b,0x1681aedb7c3c0f15a36032451533759b51cb6c6f711700d40c6802d8cd79722e:log:989,0x1681aedb7c3c0f15a36032451533759b51cb6c6f711700d40c6802d8cd79722e,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.011135483325782555,EURA,erc20
0x2f1d639,0x0205cb2e6fa5b0ef3cf209129521850cda3c6a2f1255aa976503600648b8f3c0:log:425,0x0205cb2e6fa5b0ef3cf209129521850cda3c6a2f1255aa976503600648b8f3c0,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.008319963072655897,WETH,erc20
0x2f1d7af,0x7919e9eedc36e206a9c53999da118fdb633be1435561e5204d20a1a6d8f114bc:log:161,0x7919e9eedc36e206a9c53999da118fdb633be1435561e5204d20a1a6d8f114bc,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,1.4E-7,WBTC,erc20
0x2f1d846,0x44fd478260bda9ffdcd537af1ebf236daf45ea0466a9e41ddbdc55387b062572:log:245,0x44fd478260bda9ffdcd537af1ebf236daf45ea0466a9e41ddbdc55387b062572,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.000004160078784209,WETH,erc20
0x2f1d857,0xc549aa41d1fb04b4998b0b16d2573ab6b656faf52b3a1f6b426614aad9d9c7f7:log:195,0xc549aa41d1fb04b4998b0b16d2573ab6b656faf52b3a1f6b426614aad9d9c7f7,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,3,USDT,erc20
0x2f1d88f,0xe8d80c9d178b4af5118d395d686a4c7c7192fb8748b92ddf9ef66fed878ee7fa:log:141,0xe8d80c9d178b4af5118d395d686a4c7c7192fb8748b92ddf9ef66fed878ee7fa,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00001247828440985,WETH,erc20
0x2f1d8d7,0xa9d10a49a124a62481dc45fe2e6241039a43b75366e1a9252907407c79a6377c:log:110,0xa9d10a49a124a62481dc45fe2e6241039a43b75366e1a9252907407c79a6377c,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.00000176,WBTC,erc20
0x2f1d961,0x39839764a0eab6efbb7de4d5735fb50a236e3bef19c041c5ffe475badcdd6c99:log:247,0x39839764a0eab6efbb7de4d5735fb50a236e3bef19c041c5ffe475badcdd6c99,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,2.26674,XSGD,erc20
0x2f1d994,0xd197b8515be6425d9692d26b0f9bd404e0f3ec408b18762d0c3416aa7d0f2c98:log:577,0xd197b8515be6425d9692d26b0f9bd404e0f3ec408b18762d0c3416aa7d0f2c98,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.008315840050030353,WETH,erc20
0x2f1da0a,0x3d6f895e57423005db2bbe090b35d6bfa71916d937ad9836491bfea69e649910:log:118,0x3d6f895e57423005db2bbe090b35d6bfa71916d937ad9836491bfea69e649910,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.6,USDT,erc20
0x2f1da20,0xde5a247ad15e88e12dfbfb5136ae230705d225c2e23c23ee9d9ef18df97dfbaf:log:286,0xde5a247ad15e88e12dfbfb5136ae230705d225c2e23c23ee9d9ef18df97dfbaf,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,0.45,USDT,erc20
0x2f1da46,0xcfa29b9be6380937f0cf410e463c6780037144548669cbc2fd9fe21e560702a8:log:461,0xcfa29b9be6380937f0cf410e463c6780037144548669cbc2fd9fe21e560702a8,0x643770e279d5d0733f21d6dc03a8efbabf3255b4,0x6bc825a870804cbcb3327fd1bae051259ae4e98e,1.3E-7,WBTC,erc20
